slot_time_et,mean_marginal_co2_lbs_per_mwh,median_marginal_co2_lbs_per_mwh,n_days_contributing,source_slot_ct
17:40,700.342004,912.550000,89,16:40
17:45,781.403458,912.550000,89,16:45
17:50,795.494541,912.550000,89,16:50
17:55,775.311153,912.550000,89,16:55
18:00,802.914278,912.550000,89,17:00
18:05,799.870423,912.550000,89,17:05
18:10,730.647989,912.550000,89,17:10
18:15,780.019041,912.550000,89,17:15
18:20,856.969689,912.550000,89,17:20
18:25,845.673986,912.550000,89,17:25
18:30,834.178068,912.550000,89,17:30
18:35,947.463116,912.550000,89,17:35
18:40,850.910471,912.550000,89,17:40
18:45,862.358779,912.550000,89,17:45
18:50,887.957162,912.550000,89,17:50
18:55,873.036966,912.550000,89,17:55
19:00,914.442034,912.550000,89,18:00
19:05,818.430509,912.550000,89,18:05
19:10,880.424770,912.550000,89,18:10
19:15,931.914120,912.550000,89,18:15
19:20,949.814091,912.550000,89,18:20
19:25,904.087438,912.550000,89,18:25
19:30,932.689492,912.550000,89,18:30
19:35,899.217972,912.550000,89,18:35
19:40,924.351438,912.550000,89,18:40
19:45,913.476695,912.550000,89,18:45
19:50,910.212945,912.550000,89,18:50
19:55,920.988591,912.550000,89,18:55
20:00,944.253209,912.550000,89,19:00
20:05,796.309423,912.550000,89,19:05
20:10,871.461323,912.550000,89,19:10
20:15,901.313219,912.550000,89,19:15
20:20,964.207791,912.550000,89,19:20
20:25,975.773261,912.550000,89,19:25
20:30,983.561949,912.550000,89,19:30
20:35,1022.793563,912.550000,89,19:35
20:40,1070.921890,912.550000,89,19:40
20:45,954.905015,912.550000,89,19:45
20:50,972.629938,912.550000,89,19:50
20:55,1083.140010,912.550000,89,19:55
21:00,1045.347881,912.550000,89,20:00
21:05,946.584895,912.550000,89,20:05
21:10,814.716075,912.550000,89,20:10
21:15,866.747876,912.550000,89,20:15
21:20,917.768808,912.550000,89,20:20
21:25,922.377811,912.550000,89,20:25
21:30,998.875329,912.550000,89,20:30
21:35,1054.826402,912.550000,89,20:35
21:40,913.789835,912.550000,89,20:40
21:45,1075.656741,912.550000,89,20:45
21:50,999.758357,912.550000,89,20:50
21:55,1111.162834,912.550000,89,20:55
22:00,1078.326915,912.550000,89,21:00
22:05,954.782093,912.550000,89,21:05
22:10,945.116985,912.550000,89,21:10
22:15,961.542674,912.550000,89,21:15
22:20,1008.229632,912.550000,89,21:20
22:25,1130.561824,912.550000,89,21:25
22:30,1105.906492,912.550000,89,21:30
22:35,1066.296300,912.550000,89,21:35
22:40,1064.309757,912.550000,89,21:40
22:45,1042.583327,912.550000,89,21:45
22:50,1015.562180,912.550000,89,21:50
22:55,1147.154735,912.550000,89,21:55
23:00,1026.812569,912.550000,89,22:00
23:05,998.784051,912.550000,89,22:05
23:10,959.284685,912.550000,89,22:10
23:15,1004.676388,912.550000,89,22:15
23:20,1005.609306,912.550000,89,22:20
23:25,1060.664804,912.550000,89,22:25
23:30,1082.965228,912.550000,89,22:30
23:35,1068.221191,912.550000,89,22:35
23:40,1147.160390,912.550000,89,22:40
23:45,974.570445,912.550000,89,22:45
23:50,1141.221024,912.550000,89,22:50
23:55,1146.221883,912.550000,89,22:55
